sequence_id,social_id_follower,screen_name_follower,followers_count,related_screen_name
923,1119316205553295362,"Laguerre Armandson",0,t_KDTrey5
924,1119318413589897216,"Megan Lopez",34,t_KDTrey5
925,789208558139158528,"Matthew Deatherage",128,t_KDTrey5
926,1097547228367986688,"kevin briones",2,t_KDTrey5
927,1118161942684807168,"Michael Wade",18,t_KDTrey5
928,1119315822466555905,"محمد طه",1,t_KDTrey5
929,1093610896213999616,ShowWithNoName,40,t_KDTrey5
930,3325844823,"claudeli ferreira",5,t_KDTrey5
931,1119082167940681728,"Benjamin ChaveZ",1,t_KDTrey5
932,4867491753,amaçsız.,0,t_KDTrey5
933,1119317996349132800,vasu03rastogi,0,t_KDTrey5
934,1119313678719782912,"Nick Fernald",1,t_KDTrey5
935,1006411862890577920,"Charlie Zhang",1,t_KDTrey5
936,2490241519,t.takeover_,21,t_KDTrey5
937,246629004,"Ike King",6,t_KDTrey5
938,1119316798573137921,"Clutch plays",7,t_KDTrey5
939,1115858894981668865,beezo32,0,t_KDTrey5
940,929047891888533504,"Carl Goldsmith",2,t_KDTrey5
941,1119313400264310789,ToXicツ🗣♨️,1,t_KDTrey5
942,1119113788198756352,Lia,0,t_KDTrey5
943,1119247582134448128,"Jorge Herrera",2,t_KDTrey5
944,1119317266024112128,Nbamemes,1,t_KDTrey5
945,1119316180454580224,Clinton_hq,1,t_KDTrey5
946,1119315920529260544,kirsty,2,t_KDTrey5
947,972589080,"Chop G",132,t_KDTrey5
948,1119287509345689600,Iaaaanzxc,0,t_KDTrey5
949,802195115888541696,"Jay wms 2",10,t_KDTrey5
950,1118885356512870401,evelynvitoria291713@gmail.com,1,t_KDTrey5
951,1071846401435422720,"2Y 😇😴",22,t_KDTrey5
952,1089213002732224513,Hayden,1,t_KDTrey5
953,1038465084140351488,Jneutron🚀,0,t_KDTrey5
954,1119278030743121920,STEFFANIE.MSSWAY,2,t_KDTrey5
955,1117920302137266177,imani._.simmons,5,t_KDTrey5
956,1092218956683886594,"Eduardo Soalheiro",13,t_KDTrey5
957,3324557054,2.19.12,13,t_KDTrey5
958,1094634901696118784,"Sam Kencharek",0,t_KDTrey5
959,1119263344538656770,小伍总,0,t_KDTrey5
960,1119082340922187782,"Brett Graese",2,t_KDTrey5
961,1091347740624330752,gogofast,0,t_KDTrey5
962,1119313341816688641,"Aaron Alexander Santos Fañas",0,t_KDTrey5
963,1107763827490217985,"Juan Camilo Mena",32,t_KDTrey5
964,1118967779032358913,"Crystal Renee",3,t_KDTrey5
965,1100059954113859584,"gabriel burroughs",0,t_KDTrey5
966,1117833000102846469,"mohammed sulley",3,t_KDTrey5
967,879781523410620418,"Ericka Guyton",0,t_KDTrey5
968,1051348220109094912,rafaelribeiro,2,t_KDTrey5
969,1070458712228274177,"Giovani parker",13,t_KDTrey5
970,946520955471519745,"rylee samons",23,t_KDTrey5
971,439620215,gr1ndasmagazine,4182,t_KDTrey5
972,1119308569256648704,"Frank Linares",1,t_KDTrey5
973,52051419,"Ryan Chapman",51,t_KDTrey5
974,2434619809,Aldo🔥,150,t_KDTrey5
975,1119034009844178944,"T Y R E K",2,t_KDTrey5
976,998786408436322304,dak,2,t_KDTrey5
977,898848411985690625,AlexMrvica,0,t_KDTrey5
978,1116331694926307329,"Some NameYT",11,t_KDTrey5
979,1119310149108285442,ekrem,1,t_KDTrey5
980,1119310996277829632,jesus,0,t_KDTrey5
981,1099804144456544256,"Ethan Lindstrom",2,t_KDTrey5
982,1119309042831253504,"Kristof Mommy",1,t_KDTrey5
983,1111307798497894400,"Bernardo Mar13",2,t_KDTrey5
984,2422824830,Brit,224,t_KDTrey5
985,1119308294156365824,"Christian Otoo",10,t_KDTrey5
986,1101235325173723136,Trikidurant35,8,t_KDTrey5
987,1119304074061668352,"Aidan Wisecup",6,t_KDTrey5
988,2590258114,"Iradukunda Bimenyimana Serge",24,t_KDTrey5
989,3315293384,"DAVID FORD",5,t_KDTrey5
990,1118991733000429568,"José Bettencourt",0,t_KDTrey5
991,1095419464244445184,"Kory Klinefelter",7,t_KDTrey5
992,928766035657928705,"Ikaro Emanuel Motta de Moraes",2,t_KDTrey5
993,1079458722773123072,DatGuyMelon,0,t_KDTrey5
994,1090169652414562304,"Devang Gajjar",10,t_KDTrey5
995,1073337200572547073,"zoe york",13,t_KDTrey5
996,1119295410886070272,Dontrell,0,t_KDTrey5
997,1119256594603302912,"Denzel Ricardo",2,t_KDTrey5
998,1022290091442495490,"BC SportsFan",925,t_KDTrey5
999,996557306471956480,"NRG/SHOCK Paige",244,t_KDTrey5
1000,1118954177391099905,Mr.McClain,2,t_KDTrey5
